timestamp,open,high,low,close,volume,source_1m_count
2026-06-03 11:00:00,1.2419,1.2449,1.2337,1.2369,2568995.9,60
2026-06-03 12:00:00,1.2369,1.2378,1.2296,1.2357,4118777.0,60
2026-06-03 13:00:00,1.2357,1.2378,1.2262,1.2312,4149948.9,60
2026-06-03 14:00:00,1.2312,1.2339,1.2221,1.231,4198476.8,60
2026-06-03 15:00:00,1.231,1.2319,1.2207,1.2251,4510244.1,60
2026-06-03 16:00:00,1.2252,1.2286,1.2089,1.2228,7201953.9,60
2026-06-03 17:00:00,1.2229,1.2287,1.2134,1.2214,3446409.3,60
2026-06-03 18:00:00,1.2214,1.2248,1.213,1.2185,2548478.7,60
2026-06-03 19:00:00,1.2185,1.2196,1.202,1.2043,6019912.9,60
2026-06-03 20:00:00,1.2042,1.2081,1.1868,1.1939,8062628.1,60
2026-06-03 21:00:00,1.1939,1.2203,1.1917,1.2185,5573774.4,60
2026-06-03 22:00:00,1.2185,1.2205,1.2041,1.2063,3918747.9,60
2026-06-03 23:00:00,1.2063,1.2075,1.1981,1.2012,2876411.5,60
2026-06-04 00:00:00,1.2012,1.208,1.1868,1.1936,8804769.1,60
2026-06-04 01:00:00,1.1937,1.1966,1.1565,1.1615,19893001.4,60
2026-06-04 02:00:00,1.1615,1.1872,1.1407,1.1815,25954203.5,60
2026-06-04 03:00:00,1.1816,1.2112,1.1814,1.209,9441967.7,60
2026-06-04 04:00:00,1.2091,1.212,1.2004,1.2018,7103054.7,60
2026-06-04 05:00:00,1.2017,1.2018,1.1842,1.1879,6171084.7,60
2026-06-04 06:00:00,1.188,1.2,1.1865,1.1892,4856871.5,60
2026-06-04 07:00:00,1.1892,1.19,1.1676,1.1678,6634826.6,60
2026-06-04 08:00:00,1.1677,1.1722,1.1611,1.1678,7595771.899999999,60
2026-06-04 09:00:00,1.1679,1.1684,1.1453,1.162,11493588.3,60
2026-06-04 10:00:00,1.1621,1.1626,1.1431,1.1485,10609994.0,60
2026-06-04 11:00:00,1.1485,1.1599,1.1418,1.1558,7031556.899999999,60
2026-06-04 12:00:00,1.1559,1.1824,1.1504,1.1801,11024683.5,60
2026-06-04 13:00:00,1.18,1.1836,1.1631,1.1795,8751096.1,60
2026-06-04 14:00:00,1.1796,1.1831,1.168,1.173,5371162.1,60
2026-06-04 15:00:00,1.173,1.1827,1.166,1.1689,4842604.6,60
2026-06-04 16:00:00,1.1689,1.1735,1.1608,1.1702,3758023.9,60
2026-06-04 17:00:00,1.1701,1.1755,1.1592,1.1698,4727789.7,60
2026-06-04 18:00:00,1.1698,1.1832,1.1632,1.1794,3686102.3,60
2026-06-04 19:00:00,1.1793,1.185,1.1729,1.1752,2974102.8,60
2026-06-04 20:00:00,1.1751,1.1779,1.1667,1.1759,2121540.5,60
2026-06-04 21:00:00,1.1759,1.1789,1.156,1.159,3649494.1,60
2026-06-04 22:00:00,1.1589,1.1702,1.1548,1.1695,6473659.2,60
2026-06-04 23:00:00,1.1694,1.1722,1.1585,1.1688,3120431.2,60
2026-06-05 00:00:00,1.1687,1.1751,1.1609,1.1617,3428770.8,60
2026-06-05 01:00:00,1.1616,1.1621,1.1513,1.1573,5322300.5,60
2026-06-05 02:00:00,1.1574,1.1584,1.1348,1.1352,8979647.2,60
2026-06-05 03:00:00,1.1353,1.1478,1.133,1.1347,7262393.3,60
2026-06-05 04:00:00,1.1348,1.1488,1.1305,1.1479,9995026.3,60
2026-06-05 05:00:00,1.1479,1.1492,1.1204,1.1208,10939394.5,60
2026-06-05 06:00:00,1.1208,1.1266,1.09,1.1188,27704079.0,60
2026-06-05 07:00:00,1.1188,1.1384,1.1049,1.1364,13944317.8,60
2026-06-05 08:00:00,1.1363,1.1364,1.1168,1.1194,5968404.6,60
2026-06-05 09:00:00,1.1195,1.1407,1.1191,1.1403,9585264.9,60
2026-06-05 10:00:00,1.1403,1.1461,1.1309,1.1362,6196931.7,60
2026-06-05 11:00:00,1.1361,1.1361,1.1184,1.1189,8592604.9,60
2026-06-05 12:00:00,1.1189,1.1269,1.1101,1.1201,9151212.0,60
2026-06-05 13:00:00,1.12,1.1379,1.1015,1.1022,16956220.6,60
2026-06-05 14:00:00,1.1023,1.1182,1.0977,1.1068,17287970.5,60
2026-06-05 15:00:00,1.1069,1.1097,1.0917,1.0998,21850550.8,60
2026-06-05 16:00:00,1.0998,1.1234,1.0843,1.1203,19711247.3,60
2026-06-05 17:00:00,1.1203,1.122,1.1005,1.109,5835042.2,60
2026-06-05 18:00:00,1.109,1.1135,1.0804,1.0835,16042725.4,60
2026-06-05 19:00:00,1.0835,1.1042,1.0692,1.0988,21287856.2,60
2026-06-05 20:00:00,1.0987,1.1185,1.0856,1.1154,12263597.6,60
2026-06-05 21:00:00,1.1154,1.1204,1.1114,1.1117,8592973.5,60
2026-06-05 22:00:00,1.1117,1.1117,1.0964,1.1062,7857770.3,60
2026-06-05 23:00:00,1.1062,1.1157,1.0873,1.0978,7013277.8,60
2026-06-06 00:00:00,1.0978,1.1128,1.0978,1.111,5143128.6,60
2026-06-06 01:00:00,1.111,1.1144,1.1003,1.1012,3226401.3,60
2026-06-06 02:00:00,1.1011,1.1033,1.0917,1.0957,3604652.3,60
2026-06-06 03:00:00,1.0957,1.0958,1.0835,1.086,6181399.1,60
2026-06-06 04:00:00,1.0859,1.0904,1.0518,1.0582,18488478.1,60
2026-06-06 05:00:00,1.0582,1.0912,1.0501,1.0894,17090257.5,60
2026-06-06 06:00:00,1.0895,1.1009,1.081,1.0826,7774992.2,60
2026-06-06 07:00:00,1.0827,1.0997,1.0815,1.0921,5894295.7,60
2026-06-06 08:00:00,1.0922,1.1044,1.0899,1.0991,6938659.3,60
2026-06-06 09:00:00,1.099,1.1032,1.0888,1.0916,4055381.1,60
2026-06-06 10:00:00,1.0916,1.0916,1.0727,1.0804,8739193.700000001,60
2026-06-06 11:00:00,1.0803,1.0895,1.0795,1.0876,3204315.8,60
2026-06-06 12:00:00,1.0877,1.0988,1.0807,1.0964,8135546.0,60
2026-06-06 13:00:00,1.0964,1.1026,1.0919,1.0983,3342346.1,60
2026-06-06 14:00:00,1.0983,1.1099,1.0977,1.1031,7781348.4,60
2026-06-06 15:00:00,1.1031,1.1042,1.0867,1.0962,7232955.7,60
2026-06-06 16:00:00,1.0963,1.1019,1.0877,1.0955,5896438.1,60
2026-06-06 17:00:00,1.0955,1.098,1.081,1.0827,4720336.9,60
2026-06-06 18:00:00,1.0826,1.0886,1.0791,1.0849,3467168.4,60
2026-06-06 19:00:00,1.0849,1.0899,1.0805,1.0808,1711655.9,60
2026-06-06 20:00:00,1.0807,1.0858,1.0776,1.085,2580130.3,60
2026-06-06 21:00:00,1.085,1.0943,1.0847,1.088,3063079.0,60
2026-06-06 22:00:00,1.0879,1.0898,1.0816,1.0866,1663534.3,60
2026-06-06 23:00:00,1.0865,1.095,1.086,1.0934,1424025.3,60
2026-06-07 00:00:00,1.0935,1.0976,1.0892,1.0892,1780409.8,60
2026-06-07 01:00:00,1.0892,1.1203,1.0886,1.1163,8596785.8,60
2026-06-07 02:00:00,1.1163,1.1235,1.1072,1.1192,3690950.0,60
2026-06-07 03:00:00,1.1192,1.1246,1.115,1.1185,3590975.3,60
2026-06-07 04:00:00,1.1184,1.1222,1.1104,1.1214,2696014.8,60
2026-06-07 05:00:00,1.1215,1.127,1.1191,1.1201,3783382.8,60
2026-06-07 06:00:00,1.1201,1.1295,1.116,1.1258,4178033.5,60
2026-06-07 07:00:00,1.1257,1.1373,1.122,1.1371,6663121.8,60
2026-06-07 08:00:00,1.1371,1.1562,1.1304,1.1555,8526619.6,60
2026-06-07 09:00:00,1.1556,1.1702,1.1456,1.1461,11883789.7,60
2026-06-07 10:00:00,1.1462,1.1473,1.1326,1.1352,4295947.0,60
2026-06-07 11:00:00,1.1352,1.141,1.1329,1.1403,3195589.6,60
2026-06-07 12:00:00,1.1403,1.1406,1.1185,1.1237,7082820.7,60
2026-06-07 13:00:00,1.1236,1.125,1.1208,1.1222,2264844.2,60
2026-06-07 14:00:00,1.1222,1.1373,1.1221,1.1333,4094061.2,60
2026-06-07 15:00:00,1.1334,1.1369,1.1285,1.1339,2827913.9,60
2026-06-07 16:00:00,1.1339,1.1395,1.1307,1.138,1978223.2,60
2026-06-07 17:00:00,1.138,1.1462,1.1365,1.1444,2627873.5,60
2026-06-07 18:00:00,1.1443,1.1512,1.1409,1.1412,2222358.5,60
2026-06-07 19:00:00,1.1413,1.1415,1.1197,1.1247,7382346.6,60
2026-06-07 20:00:00,1.1246,1.1365,1.1217,1.1325,2708859.2,60
2026-06-07 21:00:00,1.1324,1.1341,1.1257,1.1304,1894974.8,60
